account_id,frequency,disp_id,card_type,card_issued,order_insurance_pay,order_household_pay,order_loan_pay,order_lease_pay,district_id,district_name,region,nInhabitants,demo_avg_salary,demo_unemploy_rate95,demo_unemploy_rate96,nEnterpreneurs,nCrimes95,nCrimes96,nYearMonth,nCredit,nWithdraw,nCCWithdraw,nCreditCash,nCol_from_bank,nWithdrawCash,nRemitt,nInsurrance,nStatement,nIntCredit,nSancInt,nHousehold,nPension,nLoanPay,avgMonthly_balance,avgMonthly_amount,avgMonthly_withdrawal_card,avgMonthly_credit_cash,avgMonthly_collection_bank,avgMonthly_withdrawal_cash,avgMonthly_remittance,avgMonthly_insurance,avgMonthly_statement,avgMonthly_credited,avgMonthly_sanc_interest,avgMonthly_household,avgMonthly_pension,avgMonthly_loan,loan_id,loan_issued,loan_amount,loan_duration,loan_payments,loan_status
2754,"POPLATEK TYDNE",3326,NULL,NULL,0.0,0.0,6985.3,0.0,57,Hodonin,"south Moravia",161954,8720,3.7,4.50,116,3729,3651,36,71,161,71,71,71,71,71,0,0,0,0,0,0,0,269166.2222,5547.4444,0.0000,13.8889,44240.4444,35844.6389,6470.5556,0.0000,25.0000,157.9167,0.0000,2401.6667,0.0000,3880.5556,5532,1997-05-04,335280,48,6985.00,C
2762,"POPLATEK MESICNE",3335,NULL,NULL,0.0,0.0,4641.0,0.0,19,Prachatice,"south Bohemia",51428,8402,3.1,3.98,120,999,1099,70,218,393,218,218,218,218,218,0,0,0,0,0,0,0,552171.7714,11368.7286,0.0000,52983.3143,0.0000,43499.1000,8998.3429,0.0000,14.3571,224.8000,0.0000,6695.0857,0.0000,1591.2000,5533,1994-07-05,111384,24,4641.00,A
2824,"POPLATEK MESICNE",3414,gold,1998-08-20,0.0,7289.0,0.0,0.0,11,"Praha - zapad","central Bohemia",75637,9622,0.4,0.59,154,3475,3529,63,135,278,135,135,135,135,135,0,0,0,0,0,0,0,371089.0794,1556.3492,276.1905,16792.7460,0.0000,7762.1429,7418.0159,0.0000,13.5714,219.9524,0.0000,6710.5079,0.0000,707.5079,5549,1994-07-16,50460,60,841.00,C
2872,"POPLATEK MESICNE",3471,NULL,NULL,0.0,4040.0,0.0,0.0,1,"Hl.m. Praha",Prague,1204953,12541,0.2,0.43,167,85677,99107,28,60,113,60,60,60,60,60,0,0,0,0,0,0,0,117332.7857,608.2143,0.0000,13619.5357,0.0000,3106.6071,9976.5714,0.0000,12.3214,71.8571,0.0000,3462.8571,0.0000,3034.5714,5556,1997-05-19,268320,60,4472.00,C
2910,"POPLATEK MESICNE",3517,classic,1998-09-03,0.0,0.0,7291.3,0.0,68,"Frydek - Mistek","north Moravia",228848,9893,4.0,4.72,96,5623,5887,15,29,55,29,29,29,29,29,0,0,0,0,0,0,0,252943.6000,3428.6000,320.0000,60.0000,45206.2667,31695.0000,10604.6667,0.0000,9.0000,170.0000,0.0000,4066.8000,0.0000,1944.2667,5561,1998-08-29,437460,60,7291.00,C
2912,"POPLATEK MESICNE",3519,classic,1997-10-25,0.0,0.0,6336.0,0.0,74,"Ostrava - mesto","north Moravia",323870,10673,4.7,5.44,100,18782,18347,54,156,188,156,156,156,156,156,0,0,0,0,0,0,0,464567.6111,12700.8519,203.7037,52250.6111,0.0000,47210.8889,3989.3333,0.0000,13.0556,239.9815,0.0000,0.0000,0.0000,3989.3333,5563,1996-02-29,380160,60,6336.00,C
2933,"POPLATEK MESICNE",3542,NULL,NULL,0.0,0.0,4542.0,0.0,10,"Praha - vychod","central Bohemia",92084,10124,0.5,0.54,141,3810,4316,67,177,281,177,177,177,177,177,0,0,0,0,0,0,0,369257.4925,7511.6716,0.0000,37499.9104,0.0000,27764.0000,9459.1791,0.0000,14.3284,186.3433,0.0000,5730.6716,0.0000,3728.5075,5568,1994-05-17,272520,60,4542.00,C
2936,"POPLATEK MESICNE",3546,NULL,NULL,0.0,4247.0,0.0,0.0,3,Beroun,"central Bohemia",75232,8980,1.9,2.21,111,2824,2813,34,95,104,95,95,95,95,95,0,0,0,0,0,0,0,158019.1471,1330.7353,0.0000,13207.4412,0.0000,5637.0588,6340.0882,0.0000,12.3529,100.4412,0.0000,3622.4412,0.0000,2717.6471,5569,1998-01-20,504000,60,8400.00,C
2962,"POPLATEK MESICNE",3576,NULL,NULL,0.0,0.0,2604.5,0.0,1,"Hl.m. Praha",Prague,1204953,12541,0.2,0.43,167,85677,99107,68,164,238,164,164,164,164,164,0,0,0,0,0,0,0,374987.9706,8712.7500,0.0000,35659.0735,0.0000,34934.3382,459.7059,0.0000,13.2353,217.2794,0.0000,0.0000,0.0000,459.7059,5576,1994-12-21,31248,12,2604.00,A
2982,"POPLATEK MESICNE",3601,gold,1997-01-06,0.0,0.0,3438.0,0.0,19,Prachatice,"south Bohemia",51428,8402,3.1,3.98,120,999,1099,31,67,209,67,67,67,67,67,0,0,0,0,0,0,0,653083.3226,27887.2903,1851.6129,651.6129,53469.9355,41970.0645,8338.4839,196.8387,12.5806,294.8065,0.0000,7092.2903,0.0000,887.2258,5582,1998-04-17,41256,12,3438.00,C
2986,"POPLATEK MESICNE",3606,classic,1997-12-25,0.0,3301.0,0.0,0.0,63,Vyskov,"south Moravia",86513,8288,3.7,4.52,110,1562,1460,33,65,169,65,65,65,65,65,0,0,0,0,0,0,0,367662.9697,2584.8182,463.6364,24864.1818,0.0000,17634.6970,4387.1818,0.0000,12.2727,206.1515,0.0000,2800.8485,0.0000,406.9394,5584,1997-12-06,24792,24,1033.00,C
2988,"POPLATEK PO OBRATU",3608,NULL,NULL,0.0,0.0,7384.0,0.0,66,"Zdar nad Sazavou","south Moravia",125832,8512,3.5,4.12,102,2247,2103,27,77,87,77,77,77,77,77,0,0,0,0,0,0,0,337478.0741,3939.9259,0.0000,39950.7778,0.0000,36919.7778,1367.4074,0.0000,85.1852,177.5185,0.0000,0.0000,0.0000,1367.4074,5585,1998-07-08,88608,12,7384.00,C
2994,"POPLATEK MESICNE",3616,classic,1997-12-12,0.0,3217.0,0.0,0.0,77,Vsetin,"north Moravia",148545,8909,4.0,5.56,113,3460,3590,32,67,145,67,67,67,67,67,0,0,0,0,0,0,0,333137.4063,1200.5000,709.3750,21153.6875,0.0000,15485.7813,3957.3125,0.0000,12.6563,199.2813,0.0000,2814.8750,0.0000,1142.4375,5586,1996-09-14,48744,36,1354.00,C
3005,"POPLATEK PO OBRATU",3629,NULL,NULL,0.0,0.0,8125.3,0.0,42,"Havlickuv Brod","east Bohemia",95907,8388,2.4,2.94,87,1658,1668,24,45,55,45,45,45,45,45,0,0,0,0,0,0,0,188752.3750,2498.0417,0.0000,24149.1667,0.0000,13994.8333,8444.3750,0.0000,37.5000,90.0833,0.0000,2867.9167,0.0000,2369.7917,5589,1998-06-05,390000,48,8125.00,C
3021,"POPLATEK MESICNE",3649,NULL,NULL,0.0,0.0,3241.8,0.0,10,"Praha - vychod","central Bohemia",92084,10124,0.5,0.54,141,3810,4316,33,67,99,67,67,67,67,67,0,0,0,0,0,0,0,170843.7273,6886.6061,0.0000,269.6970,20629.7576,17950.1818,2456.0606,0.0000,12.2727,117.5758,0.0000,0.0000,0.0000,2456.0606,5591,1996-12-04,155616,48,3242.00,C
3037,"POPLATEK MESICNE",3670,NULL,NULL,0.0,0.0,7718.7,0.0,44,Chrudim,"east Bohemia",105606,8254,2.7,3.76,97,2166,2325,55,103,160,103,103,103,103,103,0,0,0,0,0,0,0,162903.1636,2507.2182,0.0000,21076.5636,0.0000,18823.3455,2245.5273,0.0000,12.8182,101.4909,0.6000,4076.3636,0.0000,2245.5273,5593,1996-04-18,277884,36,7719.00,D
3050,"POPLATEK MESICNE",3687,classic,1994-02-15,0.0,0.0,6907.5,0.0,60,Prostejov,"south Moravia",110643,8441,3.4,4.48,115,1879,2252,68,142,439,142,142,142,142,142,0,0,0,0,0,0,0,510523.1324,10951.2206,830.8824,405.8824,44492.5147,33090.1912,10368.8824,37.9853,13.6765,213.2794,0.0000,9001.5882,0.0000,1219.0588,5595,1994-09-02,82896,12,6908.00,A
3064,"POPLATEK MESICNE",3705,NULL,NULL,0.0,1455.0,0.0,0.0,40,Teplice,"north Bohemia",128118,9317,6.4,7.07,97,6949,6872,68,166,346,166,166,166,166,166,0,0,0,0,0,0,0,259808.8824,825.0294,0.0000,11340.3235,0.0000,4807.5000,5851.4412,0.0000,13.6765,143.6471,0.0000,1326.6176,0.0000,226.7647,5599,1995-03-21,15420,12,1285.00,A
3084,"POPLATEK TYDNE",3730,NULL,NULL,0.0,0.0,7042.0,0.0,59,Kromeriz,"south Moravia",108871,8444,3.2,3.47,106,2595,2305,36,79,112,79,79,79,79,79,0,0,0,0,0,0,0,174442.8333,8316.3056,0.0000,23673.8056,0.0000,17163.8056,4694.6667,0.0000,25.0000,108.0833,0.6944,7416.6667,0.0000,4694.6667,5606,1996-08-28,253512,36,7042.00,D
3112,"POPLATEK MESICNE",3763,junior,1996-08-05,0.0,0.0,2567.3,0.0,38,Louny,"north Bohemia",85852,8965,7.0,8.23,104,2653,2822,53,144,285,144,144,144,144,144,0,0,0,0,0,0,0,607841.8868,7217.8113,622.6415,45961.8113,0.0000,39907.9057,4238.0755,0.0000,12.4528,275.2264,0.0000,1246.4151,0.0000,1646.7547,5610,1996-02-24,123216,48,2567.00,C
3115,"POPLATEK MESICNE",3767,NULL,NULL,0.0,0.0,5353.3,0.0,14,"Ceske Budejovice","south Bohemia",177686,10045,1.4,1.71,135,6604,6295,34,71,126,71,71,71,71,71,0,0,0,0,0,0,0,219455.0000,6085.7353,0.0000,105.8824,34009.4118,17102.3529,16493.8824,0.0000,12.3529,127.8529,0.0000,12557.8529,0.0000,3936.0294,5611,1996-11-15,321180,60,5353.00,C
3137,"POPLATEK MESICNE",3793,NULL,NULL,0.0,0.0,4226.5,0.0,39,Most,"north Bohemia",119895,10446,7.3,9.40,90,4947,4743,25,50,72,50,50,50,50,50,0,0,0,0,0,0,0,204073.5600,7800.2400,0.0000,120.0000,26373.2800,24100.0800,507.2400,0.0000,11.4000,144.9200,0.0000,0.0000,0.0000,507.2400,5614,1998-09-21,253560,60,4226.00,C
3143,"POPLATEK MESICNE",3800,NULL,NULL,0.0,4474.0,0.0,0.0,38,Louny,"north Bohemia",85852,8965,7.0,8.23,104,2653,2822,27,75,86,75,75,75,75,75,0,0,0,0,0,0,0,220097.6296,1930.4815,0.0000,11547.8519,0.0000,4870.1852,4893.7778,0.0000,11.6667,146.5926,0.0000,3479.7778,0.0000,1414.0000,5616,1998-05-15,130896,24,5454.00,C
3161,"POPLATEK MESICNE",3822,NULL,NULL,0.0,0.0,2501.0,0.0,48,"Rychnov nad Kneznou","east Bohemia",78955,9060,1.7,2.44,124,1655,1717,29,63,75,63,63,63,63,63,0,0,0,0,0,0,0,252243.1379,6216.5517,0.0000,27198.8966,0.0000,25605.0345,517.4483,0.0000,9.3103,176.2759,0.0000,0.0000,0.0000,517.4483,5620,1998-06-16,30012,12,2501.00,C
3166,"POPLATEK MESICNE",3829,classic,1996-05-20,0.0,0.0,3702.8,0.0,71,"Novy Jicin","north Moravia",161227,8678,5.9,5.57,102,4980,4595,65,160,237,160,160,160,160,160,0,0,0,0,0,0,0,336697.0154,13661.1385,704.6154,32255.8615,0.0000,28176.3846,2563.6154,0.0000,14.0769,193.8923,0.4615,0.0000,0.0000,2563.6154,5624,1995-01-03,177744,48,3703.00,D
3189,"POPLATEK MESICNE",3855,NULL,NULL,0.0,0.0,3702.8,0.0,29,Rokycany,"west Bohemia",45714,8843,2.8,3.60,113,818,888,38,79,107,79,79,79,79,79,0,0,0,0,0,0,0,177063.9474,7034.5526,0.0000,19187.2895,0.0000,16931.5000,1948.9474,0.0000,11.8421,147.0263,0.3684,0.0000,0.0000,1948.9474,5625,1996-12-15,222180,60,3703.00,D
3229,"POPLATEK MESICNE",3906,classic,1997-09-22,0.0,0.0,3252.2,0.0,64,Zlin,"south Moravia",197099,9624,1.6,2.31,145,4484,4265,38,90,180,90,90,90,90,90,0,0,0,0,0,0,0,390236.2368,3907.0526,81.5789,32385.1316,0.0000,18897.5263,13220.7632,0.0000,13.4211,190.4211,0.0000,6288.9474,0.0000,1026.9474,5634,1997-05-01,39024,12,3252.00,A
3230,"POPLATEK MESICNE",3907,NULL,NULL,0.0,0.0,2144.0,0.0,1,"Hl.m. Praha",Prague,1204953,12541,0.2,0.43,167,85677,99107,46,104,143,104,104,104,104,104,0,0,0,0,0,0,0,270031.9348,13670.8043,0.0000,34815.1087,0.0000,31405.5435,1258.4348,0.0000,11.4130,187.9348,0.0000,0.0000,0.0000,1258.4348,5635,1996-10-04,77184,36,2144.00,C
3249,"POPLATEK MESICNE",3929,NULL,NULL,0.0,8197.0,0.0,0.0,74,"Ostrava - mesto","north Moravia",323870,10673,4.7,5.44,100,18782,18347,27,55,107,55,55,55,55,55,0,0,0,0,0,0,0,225007.3704,2134.7037,0.0000,22221.0000,0.0000,11029.4444,9202.1481,0.0000,11.6667,145.2963,0.0000,6679.0370,0.0000,2523.1111,5638,1997-08-27,68124,12,5677.00,A
3273,"POPLATEK MESICNE",3962,NULL,NULL,0.0,0.0,7876.0,0.0,74,"Ostrava - mesto","north Moravia",323870,10673,4.7,5.44,100,18782,18347,37,110,138,110,110,110,110,110,0,0,0,0,0,0,0,243096.8649,7626.8108,0.0000,124.3243,52450.8649,51079.4324,1915.7838,0.0000,12.5676,253.8649,10.9189,0.0000,0.0000,1915.7838,5643,1997-09-21,94512,12,7876.00,B
3293,"POPLATEK MESICNE",3984,classic,1998-07-25,0.0,0.0,7668.7,0.0,1,"Hl.m. Praha",Prague,1204953,12541,0.2,0.43,167,85677,99107,17,36,109,36,36,36,36,36,0,0,0,0,0,0,0,539139.3529,23325.7647,388.2353,229.4118,50071.8824,42960.3529,3378.7647,44.3529,10.5882,264.0588,0.0000,2280.7059,0.0000,451.1176,5644,1998-11-27,276084,36,7669.00,C
3329,"POPLATEK MESICNE",4024,NULL,NULL,0.0,9249.0,0.0,0.0,3,Beroun,"central Bohemia",75232,8980,1.9,2.21,111,2824,2813,27,58,106,58,58,58,58,58,0,0,0,0,0,0,0,220613.7037,1378.8889,0.0000,20465.8889,0.0000,10976.8519,8249.1111,0.0000,11.6667,138.9630,0.0000,7536.2222,0.0000,712.8889,5651,1997-12-08,19248,12,1604.00,A
3353,"POPLATEK MESICNE",4055,NULL,NULL,0.0,0.0,6086.2,0.0,74,"Ostrava - mesto","north Moravia",323870,10673,4.7,5.44,100,18782,18347,29,73,153,73,73,73,73,73,0,0,0,0,0,0,0,344375.3793,4564.0000,0.0000,34591.7586,0.0000,19934.6552,13410.8966,328.3448,11.8966,155.0345,0.0000,8419.5862,0.0000,4616.9655,5656,1997-02-09,146064,24,6086.00,C
3354,"POPLATEK MESICNE",4056,NULL,NULL,0.0,489.0,0.0,0.0,63,Vyskov,"south Moravia",86513,8288,3.7,4.52,110,1562,1460,62,137,396,137,137,137,137,137,0,0,0,0,0,0,0,217199.3871,494.4839,0.0000,11860.6452,0.0000,7062.1774,4412.8548,1440.6452,13.7903,108.8710,0.0000,449.5645,0.0000,80.3226,5657,1994-07-05,4980,12,415.00,A
3390,"POPLATEK TYDNE",4099,NULL,NULL,0.0,0.0,3385.5,0.0,12,Pribram,"central Bohemia",107870,8754,3.8,4.31,137,3804,3868,25,50,157,50,50,50,50,50,0,0,0,0,0,0,0,442908.8400,7093.6800,0.0000,128.0000,21125.6000,15210.7200,4169.6000,84.0000,22.8000,180.5600,0.0000,680.0000,0.0000,1354.4000,5665,1998-03-11,40632,12,3386.00,C
3403,"POPLATEK MESICNE",4114,NULL,NULL,0.0,0.0,1995.0,0.0,63,Vyskov,"south Moravia",86513,8288,3.7,4.52,110,1562,1460,20,53,63,53,53,53,53,53,0,0,0,0,0,0,0,374554.2000,18286.4500,0.0000,37581.2500,0.0000,31791.9500,598.5000,0.0000,12.0000,205.7500,0.0000,0.0000,0.0000,598.5000,5669,1998-06-27,71820,36,1995.00,C
3418,"POPLATEK PO OBRATU",4132,NULL,NULL,0.0,0.0,4318.0,0.0,42,"Havlickuv Brod","east Bohemia",95907,8388,2.4,2.94,87,1658,1668,28,72,97,72,72,72,72,72,0,0,0,0,0,0,0,332688.9286,15047.5714,0.0000,40323.7500,0.0000,36592.9643,2930.0714,0.0000,82.1429,182.3571,0.0000,0.0000,0.0000,2930.0714,5674,1997-06-10,207264,48,4318.00,C
3448,"POPLATEK TYDNE",4169,NULL,NULL,0.0,0.0,2860.7,0.0,58,Jihlava,"south Moravia",109164,8757,3.3,3.95,96,2212,2471,31,59,85,59,59,59,59,59,0,0,0,0,0,0,0,181306.9032,1586.2258,0.0000,21335.3871,0.0000,19435.8710,1292.0645,0.0000,25.1613,163.8065,0.0000,0.0000,0.0000,1292.0645,5681,1997-10-20,68664,24,2861.00,C
3455,"POPLATEK MESICNE",4177,NULL,NULL,0.0,0.0,5622.5,0.0,34,Chomutov,"north Bohemia",125236,9675,6.4,7.68,100,5323,5190,34,68,115,68,68,68,68,68,0,0,0,0,0,0,0,294352.2059,7659.2059,0.0000,29.4118,35719.3235,31025.7353,1984.5882,0.0000,12.3529,205.7941,0.0000,0.0000,0.0000,1984.5882,5682,1997-03-07,67464,12,5622.00,A
3460,"POPLATEK MESICNE",4182,NULL,NULL,0.0,0.0,2931.0,0.0,16,"Jindrichuv Hradec","south Bohemia",93931,8427,1.1,1.54,107,1874,1913,21,46,63,46,46,46,46,46,0,0,0,0,0,0,0,261979.4286,6915.8095,0.0000,24747.0476,0.0000,23455.7619,977.0000,0.0000,12.8571,153.8095,0.0000,0.0000,0.0000,977.0000,5683,1998-05-29,140688,48,2931.00,C
3489,"POPLATEK MESICNE",4217,NULL,NULL,0.0,3373.0,0.0,0.0,9,Nymburk,"central Bohemia",81344,8899,3.3,3.97,149,2987,2487,49,99,201,99,99,99,99,99,0,0,0,0,0,0,0,264590.3265,946.3265,0.0000,17307.3469,0.0000,12602.9592,3928.5714,0.0000,13.1633,170.5102,0.0000,3028.8163,0.0000,899.7551,5693,1995-08-01,44088,24,1837.00,A
3556,"POPLATEK MESICNE",4291,NULL,NULL,0.0,0.0,2913.8,0.0,58,Jihlava,"south Moravia",109164,8757,3.3,3.95,96,2212,2471,17,38,62,38,38,38,38,38,0,0,0,0,0,0,0,229274.2941,13775.1176,0.0000,1111.7647,17997.1176,13706.2941,4201.7647,0.0000,9.7059,122.2941,0.0000,2992.9412,0.0000,514.2353,5698,1998-09-22,174840,60,2914.00,C
3562,"POPLATEK MESICNE",4299,NULL,NULL,0.0,0.0,7290.5,0.0,50,Svitavy,"east Bohemia",102609,8187,4.8,5.45,94,2123,2134,30,82,107,82,82,82,82,82,0,0,0,0,0,0,0,435815.1667,9442.5000,0.0000,42943.5000,0.0000,39695.8000,1701.2333,0.0000,13.0000,230.4333,0.0000,0.0000,0.0000,1701.2333,5699,1998-05-24,174960,24,7290.00,C
3608,"POPLATEK TYDNE",4352,NULL,NULL,0.0,0.0,4486.0,0.0,72,Olomouc,"north Moravia",226122,8994,3.8,4.79,110,9672,9208,53,125,214,125,125,125,125,125,0,0,0,0,0,0,0,298118.2453,7825.3585,0.0000,24768.3962,0.0000,18627.3019,5571.0566,0.0000,28.3019,166.7547,0.0000,2947.1698,0.0000,2623.8868,5706,1996-05-24,161496,36,4486.00,C
3629,"POPLATEK MESICNE",4377,NULL,NULL,0.0,0.0,2645.5,0.0,48,"Rychnov nad Kneznou","east Bohemia",78955,9060,1.7,2.44,124,1655,1717,66,153,366,153,153,153,153,153,0,0,0,0,0,0,0,183738.4545,2231.0758,0.0000,598.4848,16955.3333,5518.0909,11727.5455,7947.2727,13.6364,101.8636,0.0000,1721.8182,0.0000,1723.9091,5713,1995-05-30,158760,60,2646.00,C
3637,"POPLATEK MESICNE",4386,NULL,NULL,0.0,4877.0,0.0,0.0,53,Blansko,"south Moravia",107911,8240,2.5,3.56,99,1850,1903,39,80,200,80,80,80,80,80,0,0,0,0,0,0,0,412449.8462,1905.7949,0.0000,17238.5641,0.0000,10742.9487,4802.3590,0.0000,12.6923,212.5385,0.0000,4251.7436,0.0000,359.6923,5718,1997-09-01,14028,12,1169.00,A
3664,"POPLATEK MESICNE",4417,classic,1998-04-29,0.0,0.0,5658.0,0.0,1,"Hl.m. Praha",Prague,1204953,12541,0.2,0.43,167,85677,99107,33,80,103,80,80,80,80,80,0,0,0,0,0,0,0,398213.9091,12448.6667,251.5152,38090.8182,0.0000,33305.7576,2571.8182,0.0000,10.9091,260.8788,0.0000,0.0000,0.0000,2571.8182,5719,1997-09-20,271584,48,5658.00,C
3674,"POPLATEK MESICNE",4428,NULL,NULL,0.0,0.0,1968.7,0.0,38,Louny,"north Bohemia",85852,8965,7.0,8.23,104,2653,2822,70,216,320,216,216,216,216,216,0,0,0,0,0,0,0,552633.3571,12862.6429,0.0000,49958.4857,0.0000,39925.3429,9026.0000,0.0000,13.7143,257.9571,0.0000,8688.4571,0.0000,337.5429,5723,1994-09-10,23628,12,1969.00,A
3678,"POPLATEK MESICNE",4433,NULL,NULL,0.0,0.0,5269.0,0.0,1,"Hl.m. Praha",Prague,1204953,12541,0.2,0.43,167,85677,99107,70,158,256,158,158,158,158,158,0,0,0,0,0,0,0,56950.8714,-81.5000,0.0000,11352.5857,0.0000,8389.0857,3086.1286,0.0000,13.7143,41.1286,15.9429,5572.8571,0.0000,3086.1286,5724,1995-02-05,316140,60,5269.00,D
3679,"POPLATEK MESICNE",4434,NULL,NULL,0.0,3869.0,0.0,0.0,64,Zlin,"south Moravia",197099,9624,1.6,2.31,145,4484,4265,41,110,189,110,110,110,110,110,0,0,0,0,0,0,0,239813.7561,1067.3902,0.0000,20646.0244,0.0000,5462.5610,14252.8537,0.0000,12.8049,136.7805,0.0000,3302.8049,0.0000,6555.4146,5725,1996-07-23,444864,48,9268.00,C
3711,"POPLATEK MESICNE",4474,NULL,NULL,0.0,0.0,7683.2,0.0,3,Beroun,"central Bohemia",75232,8980,1.9,2.21,111,2824,2813,20,34,65,34,34,34,34,34,0,0,0,0,0,0,0,122963.9000,2145.9000,0.0000,19067.9500,0.0000,15803.9500,3457.3500,0.0000,11.2500,74.2500,15.2000,3785.0000,0.0000,3457.3500,5731,1997-11-05,460980,60,7683.00,D
3747,"POPLATEK MESICNE",4520,NULL,NULL,0.0,2389.0,0.0,0.0,1,"Hl.m. Praha",Prague,1204953,12541,0.2,0.43,167,85677,99107,56,142,279,142,142,142,142,142,0,0,0,0,0,0,0,134183.9107,304.6607,0.0000,11530.6071,0.0000,4621.5179,6671.6429,1392.8571,13.6607,67.2143,0.0000,2218.3571,0.0000,1363.9286,5739,1995-01-02,76380,12,6365.00,A
3752,"POPLATEK MESICNE",4527,NULL,NULL,0.0,3218.0,0.0,0.0,1,"Hl.m. Praha",Prague,1204953,12541,0.2,0.43,167,85677,99107,50,100,220,100,100,100,100,100,0,0,0,0,0,0,0,348088.9200,1785.6600,0.0000,18297.9200,0.0000,13451.6000,3267.4800,0.0000,13.2000,206.8200,0.0000,2896.2000,0.0000,371.2800,5740,1995-04-02,18564,12,1547.00,A
3754,"POPLATEK TYDNE",4529,NULL,NULL,0.0,0.0,2856.0,0.0,37,Litomerice,"north Bohemia",114006,9065,4.4,5.39,123,4147,4166,35,72,227,72,72,72,72,72,0,0,0,0,0,0,0,444665.2571,13184.3714,0.0000,197.1429,31250.2857,21594.4286,7821.6571,782.5714,24.8571,179.6000,0.0000,3294.4000,0.0000,1958.4000,5741,1996-11-03,68544,24,2856.00,A
3804,"POPLATEK MESICNE",4584,NULL,NULL,0.0,0.0,5270.7,0.0,7,Melnik,"central Bohemia",94725,9920,2.2,2.87,130,4289,4846,57,119,312,119,119,119,119,119,0,0,0,0,0,0,0,361015.2632,9531.3509,0.0000,156.1404,34398.0351,28185.7193,5852.7193,0.0000,13.6842,183.8246,0.0000,597.8772,0.0000,1109.6842,5750,1996-02-08,63252,12,5271.00,A
3834,"POPLATEK MESICNE",4620,NULL,NULL,0.0,3114.0,0.0,0.0,54,"Brno - mesto","south Moravia",387570,9897,1.6,1.96,140,18721,18696,72,158,507,158,158,158,158,158,0,0,0,0,0,0,0,222864.8750,425.5139,0.0000,15505.1250,0.0000,8496.5278,6685.4722,2923.2500,13.7500,102.3889,0.0000,2854.5000,0.0000,320.1667,5754,1994-09-28,23052,12,1921.00,A
3859,"POPLATEK MESICNE",4652,NULL,NULL,0.0,0.0,5120.2,0.0,53,Blansko,"south Moravia",107911,8240,2.5,3.56,99,1850,1903,33,69,92,69,69,69,69,69,0,0,0,0,0,0,0,166023.4242,11781.2121,0.0000,27443.3333,0.0000,25377.7273,1551.5152,0.0000,11.3636,104.2121,0.0606,0.0000,0.0000,1551.5152,5758,1997-05-02,307200,60,5120.00,D
3862,"POPLATEK MESICNE",4656,NULL,NULL,0.0,0.0,2080.8,0.0,1,"Hl.m. Praha",Prague,1204953,12541,0.2,0.43,167,85677,99107,26,74,122,74,74,74,74,74,0,0,0,0,0,0,0,463405.1923,13875.1154,0.0000,50846.5000,0.0000,39921.7308,8957.0385,0.0000,10.9615,193.5385,0.0000,2698.4615,0.0000,240.1154,5760,1998-09-18,74916,36,2081.00,C
3875,"POPLATEK MESICNE",4672,NULL,NULL,0.0,0.0,6413.7,0.0,44,Chrudim,"east Bohemia",105606,8254,2.7,3.76,97,2166,2325,15,29,40,29,29,29,29,29,0,0,0,0,0,0,0,286953.0000,12042.8000,0.0000,73.3333,39764.7333,31893.6667,4276.0000,0.0000,9.0000,191.7333,0.0000,0.0000,0.0000,4276.0000,5765,1998-02-10,153936,24,6414.00,C
3906,"POPLATEK MESICNE",4710,NULL,NULL,0.0,0.0,5577.3,0.0,52,"Usti nad Orlici","east Bohemia",139012,8363,2.5,3.49,108,2564,2799,18,38,47,38,38,38,38,38,0,0,0,0,0,0,0,346087.3333,17160.8333,0.0000,544.4444,36252.6667,28821.0556,3098.3333,0.0000,10.8333,296.0000,0.0000,0.0000,0.0000,3098.3333,5772,1998-03-08,334620,60,5577.00,C
3907,"POPLATEK MESICNE",4712,NULL,NULL,0.0,0.0,5577.3,0.0,37,Litomerice,"north Bohemia",114006,9065,4.4,5.39,123,4147,4166,33,72,98,72,72,72,72,72,0,0,0,0,0,0,0,234893.8485,3691.1212,0.0000,28774.1515,0.0000,26026.6364,1521.0000,0.0000,13.1818,152.8485,0.0000,0.0000,0.0000,1521.0000,5773,1998-03-16,133848,24,5577.00,C
3916,"POPLATEK MESICNE",4722,NULL,NULL,0.0,0.0,2693.7,0.0,8,"Mlada Boleslav","central Bohemia",112065,11277,1.2,1.44,127,5179,4987,16,33,61,33,33,33,33,33,0,0,0,0,0,0,0,111542.4375,931.3750,0.0000,462.5000,16667.0625,5246.8750,11012.0000,1766.8750,9.3750,60.6875,0.0000,7493.7500,0.0000,1010.2500,5774,1998-07-12,96984,36,2694.00,C
3942,"POPLATEK TYDNE",4754,NULL,NULL,0.0,0.0,2982.5,0.0,27,"Plzen - jih","west Bohemia",67298,8561,0.6,1.29,110,1029,1127,32,86,108,86,86,86,86,86,0,0,0,0,0,0,0,356644.4063,5449.5000,0.0000,38830.2188,0.0000,27199.5938,10117.1875,0.0000,19.6875,188.7500,0.0000,8812.1250,0.0000,1305.0625,5779,1997-10-14,107352,36,2982.00,C
3953,"POPLATEK MESICNE",4768,NULL,NULL,0.0,0.0,5297.7,0.0,1,"Hl.m. Praha",Prague,1204953,12541,0.2,0.43,167,85677,99107,19,58,62,58,58,58,58,58,0,0,0,0,0,0,0,383392.5789,11715.3684,0.0000,2100.0000,32622.4737,28947.0526,2509.5789,0.0000,10.2632,441.8421,1.3684,0.0000,0.0000,2509.5789,5782,1998-01-04,63576,12,5298.00,C
